PICB	5	PIB	63	1XT, 1MP, 1FS
PICCYCLE1	3	AL1D	3	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
PICEXB	4	PIBWEX	56	1XT, 1EX, 1E, 1FS
PICHM1	3	PHM	54	2XT, 1ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICHM2	2	PHM	13	2XT, 1ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICHM2	2	PHM2	2	2XT, 2ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICHMB	3	PHM	40	2XT, 1ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICMULT1	3	PMCI	24	2XT, 1ALS, 1RS, 1E, 1DC, 1CWFULL, 1FS
PICMULT2	2	PMCI	5	2XT, 1ALS, 1RS, 1E, 1DC, 1CWFULL, 1FS
PICPED1	3	AL1D	4	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
PICTRAP1	3	PA1	32	1ALS, 1XT, 1RS, 1E, 1XT, 1E, 1DC, 1CWFULL, 1FS
PICTRAPF2	1	AUTOFREX	21	2E, 2ALS, 1XT, 1RS, 1BC, 1DC, 1CWFULL, 1FS, 1E
PICTRFHM2	1	PHM	26	2XT, 1ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICTRFHM2	1	PHM2	1	2XT, 2ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
PICTRPHM1	3	PHM	15	2XT, 1ALS, 1RS, 1E, 1HM, 1HMS, 1BC, 1DC, 1E, 1XT, 1CWFULL, 1HIRT, 1FS, 1TG
SEIZURE1	3	ALS1	14	1ALS, 1XT, 1MP, 1FS, 1XT, 1MP
SEIZURE2	2	ALS2	4	2ALS, 1XT, 1MP, 1CWEMS, 1FS, 1XT, 1E
SEIZUREB	5	BLSU9	11	1XT, 1ECC, 1FS, 0BLS
SHORT	4	FE	24	2E, 1T, 1E, 1FS
SHORTH	4	HMADAPT	2	2E, 1T, 1ALS, 2XT, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
SHOTPOL1	3	AL1D	8	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
SHOTPOL2	2	AL2D	4	2ALS, 1XT, 1MP, 1DC, 1CWFULL, 1FS, 1XT, 1MP
SHOTPOLB	5	BLSU9	12	1XT, 1ECC, 1FS, 0BLS
SHOTPOLM	2	MLTP	2	2XT, 2ALS, 1MP, 1CWFULL
SICK1	3	ALS1	32	1ALS, 1XT, 1MP, 1FS, 1XT, 1MP
SICKB	5	BLSU9	55	1XT, 1ECC, 1FS, 0BLS
SICKR	6	BLSR	106	1XT, 1ECC, 0BLS, 1FS
SMOKEINV	5	SE	2	1E, 1ECC, 1FS
SPKGINV	4	HMLOCALM	53	1E, 1T, 2ALS, 2XT, 1HM, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1FEI, 1HIRT, 1MAS, 1SOPS, 1FS, 1TG
STABPOL1	3	AL1D	8	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
STABPOL2	2	AL2D	4	2ALS, 1XT, 1MP, 1DC, 1CWFULL, 1FS, 1XT, 1MP
STABPOLB	5	BLSU9	12	1XT, 1ECC, 1FS, 0BLS
STABPOLM	2	MLTP	2	2XT, 2ALS, 1MP, 1CWFULL
STROKE1	3	ALS1	112	1ALS, 1XT, 1MP, 1FS, 1XT, 1MP
STROKEB	5	BLSU9	120	1XT, 1ECC, 1FS, 0BLS
SUSPKG	6	EX	18	1BU700, 1FEI, 1SOPS, 1UAS
SVCANMLR	7	SCT	2	1T, 1ECC, 1FS
SVCCALL	7	SCT	3	1T, 1ECC, 1FS
SVCCALLB	5	SCTE	1	1T, 1XT, 1FS
SVCCALR	7	SCT	6	1T, 1ECC, 1FS
SVCCWELF	7	SCE	1	1MP, 1ECC, 1FS
SVCLIFT	7	SCANY	1	1E, 1E, 1FS, 1ECC
SVCLOCKR	7	SCT	1	1T, 1ECC, 1FS
SVCVEHLO	7	SCTE	1	1T, 1XT, 1FS
SVCWTRR	7	SCT	2	1T, 1ECC, 1FS
TANKBLDG	4	FE	9	2E, 1T, 1E, 1FS
TANKLG	2	GASFULL	59	5E, 2T, 1RS, 1ALS, 1XT, 1HM, 0HMU, 1HMS, 1BC, 1BC, 2DC, 1CWFULL, 1HIRT, 1SOPS, 1UAS, 1FS, 1TG
TANKS	5	SE	4	1E, 1ECC, 1FS
TANKSMB	4	FC	4	1E, 1XT, 1FS, 1E, 1XT
TANKSMH	3	HMADAPT	36	2E, 1T, 1ALS, 2XT, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
TANKSMIB	4	FF	6	2E, 1T, 1XT, 1CWFULL, 1FS
TANKSMM	3	FX	1	1E, 1ALS, 2XT, 1FS
TB1	3	ALS1	37	1ALS, 1XT, 1MP, 1FS, 1XT, 1MP
TB2	2	ALS2	4	2ALS, 1XT, 1MP, 1CWEMS, 1FS, 1XT, 1E
TBB	4	BLSU9	4	1XT, 1ECC, 1FS, 0BLS
TBPOL2	2	ALS2	4	2ALS, 1XT, 1MP, 1CWEMS, 1FS, 1XT, 1E
TNKFROUT	5	SE	1	1E, 1ECC, 1FS
TNKFROUTB	4	FC	3	1E, 1XT, 1FS, 1E, 1XT
TNKFROUTM	3	FX	1	1E, 1ALS, 2XT, 1FS
TRAINCRSH	2	TRC	72	5E, 2T, 1RS, 2ALS, 4XT, 1HM, 1HMS, 1BC, 1BC, 2DC, 1CWFULL, 1NCRCIG, 1RAIL, 1SOPS, 1FS, 1TG, 1UAS
TRAINFIRE	2	TRC	54	5E, 2T, 1RS, 2ALS, 4XT, 1HM, 1HMS, 1BC, 1BC, 2DC, 1CWFULL, 1NCRCIG, 1RAIL, 1SOPS, 1FS, 1TG, 1UAS
TRAININV	4	TRM	52	2E, 1T, 1XT, 1BC, 1DC, 1CWFULL, 1NCRCIG, 1RAIL, 1SOPS, 1FS, 1TG, 1UAS
TRAININVR	5	TRM	5	2E, 1T, 1XT, 1BC, 1DC, 1CWFULL, 1NCRCIG, 1RAIL, 1SOPS, 1FS, 1TG, 1UAS
TRAINPED	2	TRAT	8	1TG, 1E, 1T, 1RS729, 2ALS, 1XT, 1TR700, 1SU725, 1SU729, 1SU731, 1BC, 1DC, 1CWFULL, 1NCRCIG, 1SOPS, 1RAIL, 1TRT, 1FS, 1UAS
TRANSFORMR	5	SE	3	1E, 1ECC, 1FS
TRANSFRMR	6	SE	14	1E, 1ECC, 1FS
TRAUMPOL1	3	AL1D	8	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
TRAUMPOL2	2	AL2D	4	2ALS, 1XT, 1MP, 1DC, 1CWFULL, 1FS, 1XT, 1MP
TRAUMPOLB	5	BLSU9	12	1XT, 1ECC, 1FS, 0BLS
TRAUMPOLM	2	MLTP	2	2XT, 2ALS, 1MP, 1CWFULL
TRNSFRM1	3	AL1D	2	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
TRNSFRMB	4	FC	2	1E, 1XT, 1FS, 1E, 1XT
TRNSFRMM	3	FDMULTP	2	2E, 1T, 2XT, 1ALS, 1DC, 1CWFULL, 1FS
TRTCOLAPS	2	RES	16	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 0OOCTRT, 1SU729, 1SU731, 1SU725, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1FS, 1TG, 1UAS
TRTCOLAPW	3	TECHWTR	4	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 1SU725, 1SU729, 1SU731, 2BT, 2SW, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1TG, 1UAS
TRTCONFIN	2	RES	16	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 0OOCTRT, 1SU729, 1SU731, 1SU725, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1FS, 1TG, 1UAS
TRTTECH	2	RES	83	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 0OOCTRT, 1SU729, 1SU731, 1SU725, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1FS, 1TG, 1UAS
TRTTECHW	3	TECHWTR	1	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 1SU725, 1SU729, 1SU731, 2BT, 2SW, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1TG, 1UAS
TRTTRENCH	2	RES	15	1E, 1T, 1RS, 1RS729, 1ALS, 1XT, 2TR700, 0OOCTRT, 1SU729, 1SU731, 1SU725, 1BC, 1DC, 1CWFULL, 1SOPS, 1TRT, 1FS, 1TG, 1UAS
UNCON2	2	ALS2	2	2ALS, 1XT, 1MP, 1CWEMS, 1FS, 1XT, 1E
UNEMER	4	BLSM	1	1XT, 1MP, 1FS, 1XT, 1MP
UNKODORR	5	SE	3	1E, 1ECC, 1FS
UNKODRB	4	FG	5	2E, 1T, 1XT, 1CWFULL, 1FS
UNKODRM	3	FDMULTP	2	2E, 1T, 2XT, 1ALS, 1DC, 1CWFULL, 1FS
VEHEXP	5	FADA	7	2E, 1T, 1CWFULL, 1FS
VEHEXPH	4	HMADAMPFEI	2	2E, 1T, 2XT, 2ALS, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1BC, 2DC, 1CWFULL, 1FEI, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VEHFIRE	5	FEMP	43	1E, 1MP, 1FS, 1E
VEHFIREB	3	FX	13	1E, 1ALS, 2XT, 1FS
VEHFIREM	3	FDMULTP	17	2E, 1T, 2XT, 1ALS, 1DC, 1CWFULL, 1FS
VEHFIRH	5	HMADMPD	34	2E, 1T, 2XT, 2ALS, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VEHFIRLG	5	FADA	21	2E, 1T, 1CWFULL, 1FS
VEHFIRLGB	5	FF	12	2E, 1T, 1XT, 1CWFULL, 1FS
VEHFIRPRK	3	FJ	3	5E, 2T, 1RS, 1XT, 1BC, 1BC, 2DC, 1CWFULL, 1FS, 1TG
VEHFRBLDB	3	FDMULTP	1	2E, 1T, 2XT, 1ALS, 1DC, 1CWFULL, 1FS
VEHFRBLDG	4	FADA	5	2E, 1T, 1CWFULL, 1FS
VEHFRBLH	3	HMFULL	7	5E, 2T, 1RS, 2ALS, 2XT, 2HM, 0HMU, 2HMS, 1BC, 1BC, 2DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VEHFREXP	3	HMADAPTFEI	18	2E, 1T, 2XT, 1ALS, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1FEI, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VEHFRLGH	4	HMADMPD	30	2E, 1T, 2XT, 2ALS, 1HM, 0HM751, 0HMU, 1HMS, 1BC, 1DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VEHFRTRAP	1	AUTOFREX	18	2E, 2ALS, 1XT, 1RS, 1BC, 1DC, 1CWFULL, 1FS, 1E
VEHFRTRH	3	HMFULL	18	5E, 2T, 1RS, 2ALS, 2XT, 2HM, 0HMU, 2HMS, 1BC, 1BC, 2DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
VFIRPRKH	4	HMFULL	3	5E, 2T, 1RS, 2ALS, 2XT, 2HM, 0HMU, 2HMS, 1BC, 1BC, 2DC, 1CWFULL, 1HIRT, 1SOPS, 1FS, 1TG, 1UAS
WIRES	5	SE	12	1E, 1ECC, 1FS
WIRES1	3	AL1D	9	1ALS, 1XT, 1MP, 1FS, 1XT, 1E, 1DC, 1CWFULL
WIRESB	4	FC	5	1E, 1XT, 1FS, 1E, 1XT
WIRESM	3	FDMULTP	8	2E, 1T, 2XT, 1ALS, 1DC, 1CWFULL, 1FS
WIRESR	6	SE	28	1E, 1ECC, 1FS
